,estimator,min_score,mean_score,max_score,std_score,C,gamma,kernel
37,SVC,0.7041027154663518,0.7375028457629644,0.7561772642941473,0.018320284601850787,10,0.01,rbf
32,SVC,0.6998439871816495,0.73235777301607,0.7493885984145725,0.018263170897772272,5,0.01,rbf
27,SVC,0.695374430764041,0.7320159504535898,0.7500843312531624,0.02029943371064568,4,0.01,rbf
22,SVC,0.693729971327374,0.7312343315427495,0.7500843312531624,0.02079577070016545,3,0.01,rbf
17,SVC,0.6949106088716478,0.7276837671025274,0.7506535672120088,0.019502589002555068,2,0.01,rbf
11,SVC,0.6712556923595884,0.7170460855819181,0.7474089490114464,0.02489628483658386,1,0.5,rbf
12,SVC,0.6834837240681397,0.7153517711932513,0.7429372575476471,0.019803267294756333,1,0.01,rbf
38,SVC,0.6812911114859167,0.713801353477124,0.7414192949907236,0.02004832085107318,10,0.001,rbf
0,SVC,0.672984483049418,0.712197602605511,0.7257969303423849,0.01996672313749695,1,,linear
26,SVC,0.6542629448473604,0.7113507342961781,0.7474921956295525,0.030697896091392413,4,0.5,rbf
36,SVC,0.6542629448473604,0.7113507342961781,0.7474921956295525,0.030697896091392413,10,0.5,rbf
31,SVC,0.6542629448473604,0.7113507342961781,0.7474921956295525,0.030697896091392413,5,0.5,rbf
21,SVC,0.6542629448473604,0.7113507342961781,0.7474921956295525,0.030697896091392413,3,0.5,rbf
16,SVC,0.6540099510878732,0.7110115127517453,0.7484079084287202,0.03090765409372493,2,0.5,rbf
1,SVC,0.672562826783606,0.7097196320173739,0.7249323621227888,0.019034889850194105,2,,linear
2,SVC,0.6754722550177096,0.7092800087192022,0.7234339229968783,0.017231451002493663,3,,linear
3,SVC,0.6767793894417271,0.7091256655017077,0.7246409989594174,0.0166836569525272,4,,linear
6,SVC,0.6762312362961714,0.7084995046306721,0.7260978147762747,0.017682847467352096,7,,linear
5,SVC,0.6755144206442907,0.708228782177726,0.7270551508844952,0.017885225082219527,6,,linear
4,SVC,0.6753035925113846,0.7082202770944205,0.7249739854318418,0.017351559683573187,5,,linear
7,SVC,0.6762312362961713,0.7080025483658603,0.7260561914672216,0.017663336235071814,8,,linear
8,SVC,0.6775383707201889,0.7079127679623374,0.725057232049948,0.01692581534335048,9,,linear
9,SVC,0.6769480519480519,0.707481375956098,0.7254318418314256,0.01725048185772508,10,,linear
10,SVC,0.6570880418283015,0.7028814485108119,0.7305515088449532,0.0245251700681941,1,1,rbf
33,SVC,0.6723519986507,0.700954149948866,0.7243000505987518,0.016794513677780065,5,0.001,rbf
30,SVC,0.6405169505818857,0.6987727691312161,0.729802289281998,0.030537248604824586,5,1,rbf
35,SVC,0.6405169505818857,0.6987727691312161,0.729802289281998,0.030537248604824586,10,1,rbf
20,SVC,0.6405169505818857,0.6987727691312161,0.729802289281998,0.030537248604824586,3,1,rbf
25,SVC,0.6405169505818857,0.6987727691312161,0.729802289281998,0.030537248604824586,4,1,rbf
15,SVC,0.6405169505818857,0.6987727691312161,0.729802289281998,0.030537248604824586,2,1,rbf
28,SVC,0.6668283015685612,0.6972261704537337,0.7202521504469556,0.017461616166232666,4,0.001,rbf
23,SVC,0.6613046044864227,0.693061438257676,0.7152344408837915,0.017644057905949195,3,0.001,rbf
18,SVC,0.653967785461292,0.687442902300883,0.7107648844661831,0.0186496164028801,2,0.001,rbf
29,SVC,0.6489079102715466,0.6838954478498515,0.7033015685613089,0.018978414732086404,4,0.0001,rbf
24,SVC,0.6489079102715466,0.6838954478498515,0.7033015685613089,0.018978414732086404,3,0.0001,rbf
19,SVC,0.6489079102715466,0.6838954478498515,0.7033015685613089,0.018978414732086404,2,0.0001,rbf
34,SVC,0.6489079102715466,0.6838954478498515,0.7033015685613089,0.018978414732086404,5,0.0001,rbf
14,SVC,0.6489079102715466,0.6838954478498515,0.7033015685613089,0.018978414732086404,1,0.0001,rbf
13,SVC,0.6489079102715466,0.6838954478498515,0.7033015685613089,0.018978414732086404,1,0.001,rbf
39,SVC,0.6489079102715466,0.6838954478498515,0.7033015685613089,0.018978414732086404,10,0.0001,rbf
