,estimator,min_score,mean_score,max_score,std_score,C,algorithm,alpha,criterion,gamma,hidden_layer_sizes,kernel,max_depth,max_features,max_iter,n_estimators,n_neighbors,random_state,solver,weights
161,Ridge Classifier,0.8700279421433268,0.8937485617586874,0.9148387096774193,0.017592927006686913,,,0.1,,,,,,,,,,,,
371,ExtraTreesClassifier,0.8670488165680474,0.8937174378335628,0.9104682622268471,0.015533016394825943,,,,entropy,,,,7,log2,,20,,,,
162,Ridge Classifier,0.8700279421433268,0.8937071512183575,0.914672216441207,0.017568284545063335,,,0.01,,,,,,,,,,,,
256,ExtraTreesClassifier,0.8646449704142013,0.8935686187683907,0.9066389177939647,0.015019934326721504,,,,gini,,,,6,sqrt,,10,,,,
163,Ridge Classifier,0.8688773833004603,0.8934604434893796,0.9146305931321541,0.017876659673930793,,,0.001,,,,,,,,,,,,
165,Ridge Classifier,0.8685897435897437,0.8934111868458302,0.9146305931321541,0.017951160519683106,,,0,,,,,,,,,,,,
164,Ridge Classifier,0.8685486522024984,0.8934029685683811,0.9146305931321541,0.017962528028607094,,,0.0001,,,,,,,,,,,,
353,ExtraTreesClassifier,0.8717535153019025,0.8926251252838343,0.9086992715920916,0.011957227818186228,,,,entropy,,,,6,log2,,20,,,,
286,ExtraTreesClassifier,0.8718362282878411,0.8922751968452761,0.913069719042664,0.014344066343896168,,,,gini,,,,8,auto,,10,,,,
221,ExtraTreesClassifier,0.8700992555831266,0.8922729569584608,0.9152284681130834,0.016268051099749156,,,,gini,,,,4,sqrt,,20,,,,
37,SVC,0.8665762656147272,0.8915206269356993,0.9135900104058272,0.018723374757888614,10,,,,0.01,,rbf,,,,,,,,
32,SVC,0.8665762656147272,0.8915206269356993,0.9135900104058272,0.018723374757888614,5,,,,0.01,,rbf,,,,,,,,
27,SVC,0.8665762656147272,0.8915206269356993,0.9135900104058272,0.018723374757888614,4,,,,0.01,,rbf,,,,,,,,
22,SVC,0.8665762656147272,0.8915206269356993,0.9135900104058272,0.018723374757888614,3,,,,0.01,,rbf,,,,,,,,
17,SVC,0.8665762656147272,0.8915206269356993,0.9135900104058272,0.018723374757888614,2,,,,0.01,,rbf,,,,,,,,
250,ExtraTreesClassifier,0.8684664694280079,0.8906334121466998,0.9188856015779093,0.018305685775277008,,,,gini,,,,6,auto,,10,,,,
323,ExtraTreesClassifier,0.87579604578564,0.8903018787957153,0.9052029136316336,0.011528242458155737,,,,entropy,,,,5,auto,,20,,,,
268,ExtraTreesClassifier,0.8722879684418146,0.8864827995985444,0.902330905306972,0.010673620293022766,,,,gini,,,,7,auto,,10,,,,
358,ExtraTreesClassifier,0.8576302729528535,0.8863498377895042,0.90054110301769,0.01536508078333662,,,,entropy,,,,7,auto,,10,,,,
12,SVC,0.8610700197238659,0.8858480369519752,0.9121331945889699,0.02100420580030104,1,,,,0.01,,rbf,,,,,,,,
274,ExtraTreesClassifier,0.870156087408949,0.8850638682448496,0.9064554569362262,0.013337210868039543,,,,gini,,,,7,sqrt,,10,,,,
8,SVC,0.873767258382643,0.8844397984238694,0.9083870967741934,0.012791460503570249,9,,,,,,linear,,,,,,,,
7,SVC,0.873767258382643,0.8844397984238694,0.9083870967741934,0.012791460503570249,8,,,,,,linear,,,,,,,,
9,SVC,0.873767258382643,0.8844397984238694,0.9083870967741934,0.012791460503570249,10,,,,,,linear,,,,,,,,
6,SVC,0.873767258382643,0.8844397984238694,0.9083870967741934,0.012791460503570249,7,,,,,,linear,,,,,,,,
5,SVC,0.873767258382643,0.8844397984238694,0.9083870967741934,0.012791460503570249,6,,,,,,linear,,,,,,,,
4,SVC,0.873767258382643,0.8844397984238694,0.9083870967741934,0.012791460503570249,5,,,,,,linear,,,,,,,,
3,SVC,0.873767258382643,0.8844397984238694,0.9083870967741934,0.012791460503570249,4,,,,,,linear,,,,,,,,
2,SVC,0.873767258382643,0.8844397984238694,0.9083870967741934,0.012791460503570249,3,,,,,,linear,,,,,,,,
0,SVC,0.873767258382643,0.8844397984238694,0.9083870967741934,0.012791460503570249,1,,,,,,linear,,,,,,,,
1,SVC,0.873767258382643,0.8844397984238694,0.9083870967741934,0.012791460503570249,2,,,,,,linear,,,,,,,,
