,estimator,min_score,mean_score,max_score,std_score,C,gamma,kernel
11,SVC,0.6636199555720105,0.6816435774606029,0.7067984079970382,0.014431401500323121,1,0.5,rbf
22,SVC,0.639323398741207,0.6797098643233672,0.7246276889134032,0.03501588526299238,3,0.01,rbf
17,SVC,0.638244338831423,0.6787866109050062,0.7201231844088987,0.03402313864814531,2,0.01,rbf
27,SVC,0.6366854868567198,0.6781932932373247,0.7230189373046516,0.03557422685677223,4,0.01,rbf
32,SVC,0.6366601435094585,0.6781307061884361,0.7243978672550101,0.03638716898777763,5,0.01,rbf
10,SVC,0.6617687893372826,0.6768757540039341,0.7097602739726028,0.01760132384506423,1,1,rbf
37,SVC,0.6342372565464542,0.6759341778177393,0.7173653245081817,0.032689368882594036,10,0.01,rbf
12,SVC,0.6409431691965939,0.6758428788027613,0.7177790034932892,0.03231467493107757,1,0.01,rbf
36,SVC,0.6612597186227323,0.6750825783849267,0.6965707145501666,0.01226670267263343,10,0.5,rbf
26,SVC,0.6612597186227323,0.6750825783849267,0.6965707145501666,0.01226670267263343,4,0.5,rbf
31,SVC,0.6612597186227323,0.6750825783849267,0.6965707145501666,0.01226670267263343,5,0.5,rbf
21,SVC,0.6612597186227323,0.6750640667225795,0.6965707145501666,0.01227399767022784,3,0.5,rbf
38,SVC,0.6338645047059919,0.673433592244747,0.7181007538150395,0.03448214608870667,10,0.001,rbf
30,SVC,0.660472972972973,0.6732726541190338,0.7017077008515366,0.015326877020064442,5,1,rbf
25,SVC,0.660472972972973,0.6732726541190338,0.7017077008515366,0.015326877020064442,4,1,rbf
15,SVC,0.660472972972973,0.6732726541190338,0.7017077008515366,0.015326877020064442,2,1,rbf
35,SVC,0.660472972972973,0.6732726541190338,0.7017077008515366,0.015326877020064442,10,1,rbf
20,SVC,0.660472972972973,0.6732726541190338,0.7017077008515366,0.015326877020064442,3,1,rbf
16,SVC,0.6586680858941132,0.6720071238417618,0.6946269900037024,0.013223510951962855,2,0.5,rbf
33,SVC,0.6368243243243242,0.6697384377668134,0.7075749218606361,0.027119830611470972,5,0.001,rbf
28,SVC,0.6371019992595335,0.6692937171166135,0.7045872403015261,0.025678561932522288,4,0.001,rbf
23,SVC,0.6313633839318771,0.6660308792158107,0.6981062695348409,0.024414448199487626,3,0.001,rbf
18,SVC,0.6269668641243984,0.6624921923600985,0.6934638720353006,0.024470495295543414,2,0.001,rbf
14,SVC,0.6273370973713439,0.6616861165050989,0.6923607280750137,0.024110325776909476,1,0.0001,rbf
13,SVC,0.6273370973713439,0.6616858016809093,0.6924986210700496,0.02415607701460044,1,0.001,rbf
19,SVC,0.6273370973713439,0.6616395225250411,0.6923607280750137,0.024124648250596153,2,0.0001,rbf
24,SVC,0.6273370973713439,0.6616395225250411,0.6923607280750137,0.024124648250596153,3,0.0001,rbf
29,SVC,0.6273370973713439,0.6616395225250411,0.6923607280750137,0.024124648250596153,4,0.0001,rbf
34,SVC,0.6273370973713439,0.6615932433691729,0.6923607280750137,0.024149334520181538,5,0.0001,rbf
39,SVC,0.6273370973713439,0.6615932433691729,0.6923607280750137,0.024149334520181538,10,0.0001,rbf
0,SVC,0.5922560805143975,0.64717183985775,0.6994851994851995,0.039215243002071784,1,,linear
1,SVC,0.58675799086758,0.6418144766236743,0.6927744070601214,0.03815686963637358,2,,linear
2,SVC,0.5860590811667132,0.641240363231557,0.6922687994116566,0.038625774510820325,3,,linear
4,SVC,0.5835430062435933,0.640861440836979,0.6961298032726604,0.04032936542961733,5,,linear
3,SVC,0.5854533594259621,0.6406066221379334,0.6948428019856592,0.03974978202964924,4,,linear
5,SVC,0.5823315627620911,0.6404970003551217,0.6974627688913403,0.0411704775785393,6,,linear
7,SVC,0.5821917808219178,0.6404777331147193,0.6978764478764478,0.04111931885191682,8,,linear
8,SVC,0.5821917808219177,0.6402006878278894,0.6974168045596618,0.04092669196505769,9,,linear
6,SVC,0.5814928711210512,0.6399498988784703,0.6973708402279831,0.04155260616500789,7,,linear
9,SVC,0.5820054049016867,0.6398761670532709,0.6976466262180548,0.04114193586089515,10,,linear
