,estimator,min_score,mean_score,max_score,std_score,C,algorithm,alpha,criterion,gamma,hidden_layer_sizes,kernel,max_depth,max_features,max_iter,n_estimators,n_neighbors,random_state,solver,weights
226,ExtraTreesClassifier,0.9056541748849442,0.915590367870965,0.9234963579604579,0.00593264541749305,,,,gini,,,,4,log2,,10,,,,
328,ExtraTreesClassifier,0.8803418803418803,0.9151136646778607,0.9309885535900104,0.017848429798621446,,,,entropy,,,,5,sqrt,,10,,,,
454,mlp,0.8954224194608811,0.9140065287843242,0.9365452653485952,0.01388899672905534,,,1e-07,,,13,,,,1000,,,0,lbfgs,
403,mlp,0.8947649572649572,0.9134644330739743,0.9281165452653486,0.012313497364741815,,,0.1,,,10,,,,2000,,,1,lbfgs,
244,ExtraTreesClassifier,0.9043597961867192,0.9133333112696956,0.9279916753381894,0.008313383164925742,,,,gini,,,,5,log2,,10,,,,
399,mlp,0.8947649572649572,0.9131253098316254,0.9281165452653486,0.012273533690973339,,,0.1,,,10,,,,1500,,,1,lbfgs,
238,ExtraTreesClassifier,0.8923904052936311,0.912886151287456,0.9303225806451613,0.012963547225914985,,,,gini,,,,5,sqrt,,10,,,,
418,mlp,0.9014217619986851,0.9127998985414738,0.9310718002081166,0.010853484123656684,,,0.0001,,,10,,,,1000,,,0,lbfgs,
458,mlp,0.8954224194608811,0.9119212010007656,0.9261186264308013,0.010784122165093776,,,1e-07,,,13,,,,1500,,,0,lbfgs,
462,mlp,0.8954224194608811,0.9119212010007656,0.9261186264308013,0.010784122165093776,,,1e-07,,,13,,,,2000,,,0,lbfgs,
422,mlp,0.8973948060486522,0.9115321684416777,0.9312799167533818,0.012333836573289918,,,0.0001,,,10,,,,1500,,,0,lbfgs,
214,ExtraTreesClassifier,0.8852728468113084,0.9112999344590236,0.9421644120707596,0.020942615557297217,,,,gini,,,,4,auto,,10,,,,
426,mlp,0.8962031558185405,0.9111772931303068,0.930697190426639,0.01242920799987048,,,0.0001,,,10,,,,2000,,,0,lbfgs,
310,ExtraTreesClassifier,0.8945822994210091,0.9111335216097082,0.9329799474030243,0.016693396290046694,,,,entropy,,,,4,sqrt,,10,,,,
