,estimator,min_score,mean_score,max_score,std_score,C,gamma,kernel
37,SVC,0.7311299071435138,0.7502377856539325,0.7703640709754527,0.013787300885351498,10,0.01,rbf
32,SVC,0.7164659372988875,0.7442847011011814,0.7631010388893996,0.015265292859648597,5,0.01,rbf
27,SVC,0.7075480371425944,0.7422136768654322,0.7593316171738531,0.017968518930822713,4,0.01,rbf
22,SVC,0.7013422818791946,0.7396478183072438,0.7577227176611198,0.020210553222824373,3,0.01,rbf
0,SVC,0.7177070883515676,0.7360797826531551,0.7561138181483864,0.015297298489444229,1,,linear
17,SVC,0.6969752689160614,0.7356569344663488,0.7551025098832398,0.021935634607037444,2,0.01,rbf
1,SVC,0.7180748368116209,0.733827010624053,0.7477015721246668,0.011425996446968447,2,,linear
3,SVC,0.7153626919187276,0.7326599721436796,0.7454686572615623,0.012791821314980491,4,,linear
4,SVC,0.714765100671141,0.7325063058228716,0.7435644019490669,0.01200246874974183,5,,linear
5,SVC,0.7137997609635011,0.7320680096990528,0.7425071251264135,0.011530520155612714,6,,linear
2,SVC,0.7156385032637675,0.7320373639940485,0.743596767566087,0.012272699304819524,3,,linear
6,SVC,0.7130642640433943,0.731726904239677,0.7420444687942291,0.011851572921842008,7,,linear
7,SVC,0.7124207042383011,0.731286231510164,0.7415879103319181,0.011883387352243131,8,,linear
8,SVC,0.7130642640433943,0.7306170293804752,0.7414958168612669,0.011368468539074385,9,,linear
9,SVC,0.7128803898133675,0.7298717758685711,0.7406683828261469,0.011132708014977956,10,,linear
12,SVC,0.673393398915142,0.719947883538816,0.7434141441811625,0.026920860020522946,1,0.01,rbf
38,SVC,0.6717844994024088,0.718338608772552,0.743688079258549,0.027694313219348857,10,0.001,rbf
33,SVC,0.6642456559713156,0.7067374582452269,0.7293064876957494,0.024684173925546896,5,0.001,rbf
28,SVC,0.6654868070239957,0.7039188038918794,0.7265214810756517,0.023232480108924577,4,0.001,rbf
23,SVC,0.6594189574331156,0.6985365425015275,0.7226863899922386,0.02462134524391535,3,0.001,rbf
11,SVC,0.6842649627654684,0.6963670142139783,0.7069504458950078,0.007580656756949954,1,0.5,rbf
18,SVC,0.6553737243725293,0.6917886709708247,0.7157467013651099,0.023322444068603145,2,0.001,rbf
21,SVC,0.6787487358646686,0.6855930475527527,0.6949276354837237,0.00637259976729142,3,0.5,rbf
16,SVC,0.6746575342465753,0.6855662794675653,0.696055897765928,0.008266909675395024,2,0.5,rbf
26,SVC,0.6778293647145353,0.6854091733227261,0.6949276354837237,0.006577404640690138,4,0.5,rbf
31,SVC,0.6778293647145353,0.6854091733227261,0.6949276354837237,0.006577404640690138,5,0.5,rbf
10,SVC,0.6729107290613221,0.6853197378979173,0.7033189298519812,0.010941979198264302,1,1,rbf
13,SVC,0.6527075480371426,0.6852693913825528,0.7097201296626032,0.022878653215670945,1,0.001,rbf
36,SVC,0.6778293647145353,0.6852174187685555,0.6939688627128704,0.00630546700153193,10,0.5,rbf
19,SVC,0.6527075480371426,0.6851682605560382,0.7097201296626032,0.022875591293920555,2,0.0001,rbf
24,SVC,0.6525696423646226,0.6851314857100329,0.7097201296626032,0.022923630745081258,3,0.0001,rbf
14,SVC,0.6522938310195826,0.6851311729987573,0.7099484088937588,0.02304234468505524,1,0.0001,rbf
34,SVC,0.6526156109221293,0.6851222919985316,0.7097201296626032,0.022898511670949875,5,0.0001,rbf
29,SVC,0.6525696423646226,0.6851222919985316,0.7097201296626032,0.02291886914180294,4,0.0001,rbf
39,SVC,0.6524777052496092,0.6850581236447876,0.7095831621239099,0.02293339122184998,10,0.0001,rbf
35,SVC,0.6672106279304956,0.6774071419502802,0.6853911924243816,0.0069687669095567645,10,1,rbf
30,SVC,0.6672106279304956,0.6774071419502802,0.6853911924243816,0.0069687669095567645,5,1,rbf
25,SVC,0.6672106279304956,0.6774071419502802,0.6853911924243816,0.0069687669095567645,4,1,rbf
15,SVC,0.6672106279304956,0.6774071419502802,0.6853911924243816,0.0069687669095567645,2,1,rbf
20,SVC,0.6672106279304956,0.6774071419502802,0.6853911924243816,0.0069687669095567645,3,1,rbf
