,estimator,min_score,mean_score,max_score,std_score,C,gamma,kernel
17,SVC,0.9348044909020519,0.9497731987014679,0.9597330878969166,0.008839195232169096,2,0.01,rbf
12,SVC,0.932481610530391,0.9493332404935213,0.9596563890167203,0.010737563721501154,1,0.01,rbf
22,SVC,0.9364305071622145,0.9473884573251435,0.9558214450069029,0.00772455382991992,3,0.01,rbf
38,SVC,0.92977158343012,0.9467270455332152,0.9578156158920079,0.010461487334854228,10,0.001,rbf
27,SVC,0.9371069182389937,0.9459052093738048,0.9538272741217978,0.007039755203146976,4,0.01,rbf
36,SVC,0.9226480836236933,0.9452465533219805,0.9621874520631999,0.015160550450199263,10,0.5,rbf
31,SVC,0.9226480836236933,0.9452465533219805,0.9621874520631999,0.015160550450199263,5,0.5,rbf
21,SVC,0.9226480836236933,0.9452465533219805,0.9621874520631999,0.015160550450199263,3,0.5,rbf
26,SVC,0.9226480836236933,0.9452465533219805,0.9621874520631999,0.015160550450199263,4,0.5,rbf
16,SVC,0.9226480836236933,0.9452465533219805,0.9621874520631999,0.015160550450199263,2,0.5,rbf
11,SVC,0.9222609368950831,0.9445717386658259,0.9620340543028072,0.015320737323871356,1,0.5,rbf
32,SVC,0.9344224574321216,0.9444974691725875,0.952753489799049,0.006933032922329902,5,0.01,rbf
33,SVC,0.9249709639953543,0.944217727974167,0.9556680472465102,0.011771761117970037,5,0.001,rbf
28,SVC,0.9211769260549748,0.9418383472722649,0.9523699953980672,0.011823952858814582,4,0.001,rbf
37,SVC,0.9259088817303267,0.9397307138839583,0.9513729099555147,0.0086100515225731,10,0.01,rbf
23,SVC,0.9180023228803718,0.9386766933663597,0.9488740109555691,0.011899788955779611,3,0.001,rbf
18,SVC,0.9088656600851723,0.930237175087167,0.940021475686455,0.012352722012239505,2,0.001,rbf
39,SVC,0.8851722802942316,0.9131160834606347,0.9286700414173954,0.0158409676146147,10,0.0001,rbf
13,SVC,0.884010840108401,0.9121798976358602,0.9286700414173953,0.016131053672868427,1,0.001,rbf
19,SVC,0.8789005032907472,0.9101616107848759,0.9280564503758246,0.017888069704451382,2,0.0001,rbf
24,SVC,0.8788230739450251,0.9101461249157314,0.9279797514956283,0.01789279626445882,3,0.0001,rbf
29,SVC,0.878590785907859,0.9100386793277548,0.9279797514956283,0.017936729064136042,4,0.0001,rbf
34,SVC,0.878590785907859,0.9100386793277548,0.9279797514956283,0.017936729064136042,5,0.0001,rbf
14,SVC,0.878513356562137,0.9100077299747001,0.9279797514956283,0.017955661641445596,1,0.0001,rbf
0,SVC,0.8834177021015492,0.9037916533238892,0.9216904433195277,0.013903003299710198,1,,linear
1,SVC,0.8834177021015492,0.9037916533238892,0.9216904433195277,0.013903003299710198,2,,linear
9,SVC,0.8834177021015492,0.9037916533238892,0.9216904433195277,0.013903003299710198,10,,linear
8,SVC,0.8834177021015492,0.9037916533238892,0.9216904433195277,0.013903003299710198,9,,linear
7,SVC,0.8834177021015492,0.9037916533238892,0.9216904433195277,0.013903003299710198,8,,linear
6,SVC,0.8834177021015492,0.9037916533238892,0.9216904433195277,0.013903003299710198,7,,linear
5,SVC,0.8834177021015492,0.9037916533238892,0.9216904433195277,0.013903003299710198,6,,linear
4,SVC,0.8834177021015492,0.9037916533238892,0.9216904433195277,0.013903003299710198,5,,linear
3,SVC,0.8834177021015492,0.9037916533238892,0.9216904433195277,0.013903003299710198,4,,linear
2,SVC,0.8834177021015492,0.9037916533238892,0.9216904433195277,0.013903003299710198,3,,linear
25,SVC,0.8397599690282618,0.8715108218467631,0.9056603773584906,0.020921051551688614,4,1,rbf
15,SVC,0.8397599690282618,0.8715108218467631,0.9056603773584906,0.020921051551688614,2,1,rbf
30,SVC,0.8397599690282618,0.8715108218467631,0.9056603773584906,0.020921051551688614,5,1,rbf
35,SVC,0.8397599690282618,0.8715108218467631,0.9056603773584906,0.020921051551688614,10,1,rbf
20,SVC,0.8397599690282618,0.8715108218467631,0.9056603773584906,0.020921051551688614,3,1,rbf
10,SVC,0.8349593495934959,0.8658107071636753,0.9009433962264151,0.021346216686027902,1,1,rbf
